1.000000000000000000e+01 5.622899999999999636e+03 5.710100000000000364e+03 7.841931998729714248e-01
1.100000000000000000e+01 5.673500000000000000e+03 5.763500000000000000e+03 7.810214400291453085e-01
1.200000000000000000e+01 5.725699999999999818e+03 5.817899999999999636e+03 7.781350970268259282e-01
1.300000000000000000e+01 5.778600000000000364e+03 5.873199999999999818e+03 7.713853061199196226e-01
1.400000000000000000e+01 5.832800000000000182e+03 5.929699999999999818e+03 7.612107753753669659e-01
1.500000000000000000e+01 5.887800000000000182e+03 5.987300000000000182e+03 7.552126109600074688e-01
1.600000000000000000e+01 5.943600000000000364e+03 6.046000000000000000e+03 7.522182941436774684e-01
1.700000000000000000e+01 6.001199999999999818e+03 6.105800000000000182e+03 7.438599884510047611e-01
1.800000000000000000e+01 6.061300000000000182e+03 6.166800000000000182e+03 7.335884749889379775e-01
1.900000000000000000e+01 6.122500000000000000e+03 6.229100000000000364e+03 7.266285300254828883e-01
2.000000000000000000e+01 6.185000000000000000e+03 6.292699999999999818e+03 7.257635831832893736e-01
2.100000000000000000e+01 6.248699999999999818e+03 6.357500000000000000e+03 7.174421966075903434e-01
2.200000000000000000e+01 6.313800000000000182e+03 6.423699999999999818e+03 7.101395845413213115e-01
2.300000000000000000e+01 6.380300000000000182e+03 6.491300000000000182e+03 7.009101510047917039e-01
2.400000000000000000e+01 6.448199999999999818e+03 6.560399999999999636e+03 6.932523787021641626e-01
2.500000000000000000e+01 6.517500000000000000e+03 6.630899999999999636e+03 6.845816493034366790e-01
2.600000000000000000e+01 6.588399999999999636e+03 6.703000000000000000e+03 6.839059591293338292e-01
2.700000000000000000e+01 6.660800000000000182e+03 6.776600000000000364e+03 6.775263965129858512e-01
2.800000000000000000e+01 6.734800000000000182e+03 6.851899999999999636e+03 6.744275271892553603e-01
2.900000000000000000e+01 6.810500000000000000e+03 6.928899999999999636e+03 6.709174156188969507e-01
3.000000000000000000e+01 6.887899999999999636e+03 7.007600000000000364e+03 6.597461521625523906e-01
3.100000000000000000e+01 6.967000000000000000e+03 7.088100000000000364e+03 6.467064023017885521e-01
3.200000000000000000e+01 7.048100000000000364e+03 7.170500000000000000e+03 6.403015196323399438e-01
3.300000000000000000e+01 7.131000000000000000e+03 7.254899999999999636e+03 6.303892433643343285e-01
3.400000000000000000e+01 7.215899999999999636e+03 7.341199999999999818e+03 6.237121641635897662e-01
3.500000000000000000e+01 7.302800000000000182e+03 7.429699999999999818e+03 6.132749974727632614e-01
3.600000000000000000e+01 7.391899999999999636e+03 7.520300000000000182e+03 6.055719256401064232e-01
3.700000000000000000e+01 7.483100000000000364e+03 7.613100000000000364e+03 6.027890741825107090e-01
3.800000000000000000e+01 7.576699999999999818e+03 7.708199999999999818e+03 5.962278127670291861e-01
3.900000000000000000e+01 7.672600000000000364e+03 7.805800000000000182e+03 5.911989808082580566e-01
4.000000000000000000e+01 7.771000000000000000e+03 7.905800000000000182e+03 5.857674360275268999e-01
4.100000000000000000e+01 7.871899999999999636e+03 8.008500000000000000e+03 5.764392375946048030e-01
4.200000000000000000e+01 7.975500000000000000e+03 8.113800000000000182e+03 5.701568186283111350e-01
4.300000000000000000e+01 8.081800000000000182e+03 8.222000000000000000e+03 5.611539125442502884e-01
4.400000000000000000e+01 8.191000000000000000e+03 8.333100000000000364e+03 5.537782073020935947e-01
4.500000000000000000e+01 8.303200000000000728e+03 8.447200000000000728e+03 5.479067504405975564e-01
4.600000000000000000e+01 8.418600000000000364e+03 8.564500000000000000e+03 5.342550516128540261e-01
4.700000000000000000e+01 8.537200000000000728e+03 8.685100000000000364e+03 5.266075909137725164e-01
4.800000000000000000e+01 8.659100000000000364e+03 8.809200000000000728e+03 5.237809300422666681e-01
4.900000000000000000e+01 8.784600000000000364e+03 8.936799999999999272e+03 5.235021948814393422e-01
5.000000000000000000e+01 8.913799999999999272e+03 9.068200000000000728e+03 5.208008706569672297e-01
5.100000000000000000e+01 9.046899999999999636e+03 9.203500000000000000e+03 5.142630398273467796e-01
5.200000000000000000e+01 9.618700000000000728e+03 9.700399999999999636e+03 4.920300543308258057e-01
