1.000000000000000000e+01 5.622899999999999636e+03 5.710100000000000364e+03 9.122681200504313415e-01
1.100000000000000000e+01 5.673500000000000000e+03 5.763500000000000000e+03 8.939254581928263166e-01
1.200000000000000000e+01 5.725699999999999818e+03 5.817899999999999636e+03 8.803328096866614993e-01
1.300000000000000000e+01 5.778600000000000364e+03 5.873199999999999818e+03 8.544174909591683020e-01
1.400000000000000000e+01 5.832800000000000182e+03 5.929699999999999818e+03 7.954098045825966912e-01
1.500000000000000000e+01 5.887800000000000182e+03 5.987300000000000182e+03 8.497520089149483979e-01
1.600000000000000000e+01 5.943600000000000364e+03 6.046000000000000000e+03 8.943346023559579638e-01
1.700000000000000000e+01 6.001199999999999818e+03 6.105800000000000182e+03 8.631294608116157896e-01
1.800000000000000000e+01 6.061300000000000182e+03 6.166800000000000182e+03 8.139612317085274107e-01
1.900000000000000000e+01 6.122500000000000000e+03 6.229100000000000364e+03 8.142079532146463405e-01
2.000000000000000000e+01 6.185000000000000000e+03 6.292699999999999818e+03 8.461089730262765229e-01
2.100000000000000000e+01 6.248699999999999818e+03 6.357500000000000000e+03 8.249858677387247319e-01
2.200000000000000000e+01 6.313800000000000182e+03 6.423699999999999818e+03 7.818241059780128843e-01
2.300000000000000000e+01 6.380300000000000182e+03 6.491300000000000182e+03 7.589420020580299742e-01
2.400000000000000000e+01 6.448199999999999818e+03 6.560399999999999636e+03 7.672374069690711673e-01
2.500000000000000000e+01 6.517500000000000000e+03 6.630899999999999636e+03 7.940183281898505196e-01
2.600000000000000000e+01 6.588399999999999636e+03 6.703000000000000000e+03 8.213015496730816656e-01
2.700000000000000000e+01 6.660800000000000182e+03 6.776600000000000364e+03 7.909002721309671413e-01
2.800000000000000000e+01 6.734800000000000182e+03 6.851899999999999636e+03 7.339793622493749892e-01
2.900000000000000000e+01 6.810500000000000000e+03 6.928899999999999636e+03 6.851037979125980115e-01
3.000000000000000000e+01 6.887899999999999636e+03 7.007600000000000364e+03 6.640362977981572046e-01
3.100000000000000000e+01 6.967000000000000000e+03 7.088100000000000364e+03 6.609250903129582078e-01
3.200000000000000000e+01 7.048100000000000364e+03 7.170500000000000000e+03 7.249599099159247384e-01
3.300000000000000000e+01 7.131000000000000000e+03 7.254899999999999636e+03 7.408985972404487086e-01
3.400000000000000000e+01 7.215899999999999636e+03 7.341199999999999818e+03 6.866549134254460451e-01
3.500000000000000000e+01 7.302800000000000182e+03 7.429699999999999818e+03 5.819009304046631748e-01
3.600000000000000000e+01 7.391899999999999636e+03 7.520300000000000182e+03 5.287555396556852250e-01
3.700000000000000000e+01 7.483100000000000364e+03 7.613100000000000364e+03 5.184648334980010986e-01
3.800000000000000000e+01 7.576699999999999818e+03 7.708199999999999818e+03 6.009941637516024171e-01
3.900000000000000000e+01 7.672600000000000364e+03 7.805800000000000182e+03 6.751517713069922211e-01
4.000000000000000000e+01 7.771000000000000000e+03 7.905800000000000182e+03 6.495870947837834031e-01
4.100000000000000000e+01 7.871899999999999636e+03 8.008500000000000000e+03 5.959387183189395198e-01
4.200000000000000000e+01 7.975500000000000000e+03 8.113800000000000182e+03 5.193710803985593927e-01
4.300000000000000000e+01 8.081800000000000182e+03 8.222000000000000000e+03 4.421197235584258811e-01
4.400000000000000000e+01 8.191000000000000000e+03 8.333100000000000364e+03 4.832644999027252419e-01
4.500000000000000000e+01 8.303200000000000728e+03 8.447200000000000728e+03 5.076278746128082275e-01
4.600000000000000000e+01 8.418600000000000364e+03 8.564500000000000000e+03 6.122781932353975609e-01
4.700000000000000000e+01 8.537200000000000728e+03 8.685100000000000364e+03 5.512684941291809970e-01
4.800000000000000000e+01 8.659100000000000364e+03 8.809200000000000728e+03 4.669151067733764426e-01
4.900000000000000000e+01 8.784600000000000364e+03 8.936799999999999272e+03 4.521274089813231423e-01
5.000000000000000000e+01 8.913799999999999272e+03 9.068200000000000728e+03 4.652751564979553667e-01
5.100000000000000000e+01 9.046899999999999636e+03 9.203500000000000000e+03 3.922368705272674116e-01
5.200000000000000000e+01 9.618700000000000728e+03 9.700399999999999636e+03 3.393278062343595414e-01
