1.000000000000000000e+01 5.622899999999999636e+03 5.710100000000000364e+03 8.907258272171030278e-01
1.100000000000000000e+01 5.673500000000000000e+03 5.763500000000000000e+03 9.999999880790733098e-01
1.200000000000000000e+01 5.725699999999999818e+03 5.817899999999999636e+03 9.999999880790733098e-01
1.300000000000000000e+01 5.778600000000000364e+03 5.873199999999999818e+03 9.925867080688488553e-01
1.400000000000000000e+01 5.832800000000000182e+03 5.929699999999999818e+03 9.882383286952983736e-01
1.500000000000000000e+01 5.887800000000000182e+03 5.987300000000000182e+03 7.169416069984440032e-01
1.600000000000000000e+01 5.943600000000000364e+03 6.046000000000000000e+03 7.931407928466805979e-01
1.700000000000000000e+01 6.001199999999999818e+03 6.105800000000000182e+03 9.496376872062692875e-01
1.800000000000000000e+01 6.061300000000000182e+03 6.166800000000000182e+03 9.789514482021343111e-01
1.900000000000000000e+01 6.122500000000000000e+03 6.229100000000000364e+03 8.372887492179876823e-01
2.000000000000000000e+01 6.185000000000000000e+03 6.292699999999999818e+03 5.426209568977355957e-01
2.100000000000000000e+01 6.248699999999999818e+03 6.357500000000000000e+03 6.883524596691136255e-01
2.200000000000000000e+01 6.313800000000000182e+03 6.423699999999999818e+03 7.288750946521763696e-01
2.300000000000000000e+01 6.380300000000000182e+03 6.491300000000000182e+03 7.632611453533181267e-01
2.400000000000000000e+01 6.448199999999999818e+03 6.560399999999999636e+03 8.596166551113139098e-01
2.500000000000000000e+01 6.517500000000000000e+03 6.630899999999999636e+03 8.821755886077891073e-01
2.600000000000000000e+01 6.588399999999999636e+03 6.703000000000000000e+03 7.752252697944648219e-01
2.700000000000000000e+01 6.660800000000000182e+03 6.776600000000000364e+03 5.258853375911715089e-01
2.800000000000000000e+01 6.734800000000000182e+03 6.851899999999999636e+03 5.062697589397430198e-01
2.900000000000000000e+01 6.810500000000000000e+03 6.928899999999999636e+03 5.850721120834351252e-01
3.000000000000000000e+01 6.887899999999999636e+03 7.007600000000000364e+03 7.822777867317207701e-01
3.100000000000000000e+01 6.967000000000000000e+03 7.088100000000000364e+03 8.615064024925240815e-01
3.200000000000000000e+01 7.048100000000000364e+03 7.170500000000000000e+03 6.307187020778659559e-01
3.300000000000000000e+01 7.131000000000000000e+03 7.254899999999999636e+03 5.023677587509155495e-01
3.400000000000000000e+01 7.215899999999999636e+03 7.341199999999999818e+03 8.199999272823345065e-01
3.500000000000000000e+01 7.302800000000000182e+03 7.429699999999999818e+03 9.002173602581032830e-01
3.600000000000000000e+01 7.391899999999999636e+03 7.520300000000000182e+03 9.028194069862374160e-01
3.700000000000000000e+01 7.483100000000000364e+03 7.613100000000000364e+03 8.621776282787332324e-01
3.800000000000000000e+01 7.576699999999999818e+03 7.708199999999999818e+03 8.658487737178813815e-01
3.900000000000000000e+01 7.672600000000000364e+03 7.805800000000000182e+03 7.778836071491248561e-01
4.000000000000000000e+01 7.771000000000000000e+03 7.905800000000000182e+03 8.514707863330850390e-01
4.100000000000000000e+01 7.871899999999999636e+03 8.008500000000000000e+03 8.877313077449805467e-01
4.200000000000000000e+01 7.975500000000000000e+03 8.113800000000000182e+03 8.227356851100932067e-01
4.300000000000000000e+01 8.081800000000000182e+03 8.222000000000000000e+03 6.820225477218632149e-01
4.400000000000000000e+01 8.191000000000000000e+03 8.333100000000000364e+03 7.827467322349557222e-01
4.500000000000000000e+01 8.303200000000000728e+03 8.447200000000000728e+03 8.044666707515725212e-01
4.600000000000000000e+01 8.418600000000000364e+03 8.564500000000000000e+03 8.222611844539652326e-01
4.700000000000000000e+01 8.537200000000000728e+03 8.685100000000000364e+03 8.549920082092291596e-01
4.800000000000000000e+01 8.659100000000000364e+03 8.809200000000000728e+03 8.193474829196938369e-01
4.900000000000000000e+01 8.784600000000000364e+03 8.936799999999999272e+03 7.686641097068793727e-01
5.000000000000000000e+01 8.913799999999999272e+03 9.068200000000000728e+03 7.689187526702887521e-01
5.100000000000000000e+01 9.046899999999999636e+03 9.203500000000000000e+03 6.107133924961093419e-01
5.200000000000000000e+01 9.618700000000000728e+03 9.700399999999999636e+03 5.097987413406371848e-01
